№,Фраза,"Показы (broad, снимок 30 дн)",Форм слито,Тип,Пиллар,Интент,Класс,Пол,Предмет,Гео,Сезон,Asset,Флаг,Сиды
619,куда поступить с егэ русский и биология,2447,1,top,C,info,—,—,биология,—,июнь-июль,main,,c12_s_biologiej
620,поступить в колледж на лечебное дело,2442,1,top,C,info,—,—,—,—,июнь-июль,both,,c05_postupit_v_kolledzh
621,юзгу специальности,2441,1,assoc,E,info,—,—,—,—,flat,main,,e04_professii_buduschego
622,какая профессия самая востребованная,2436,1,top,E,info,—,—,—,—,flat,main,,e02_vostrebovannye
623,профессии связанные после 9 класса,2434,1,top,C,info,9,—,—,—,июнь-июль,main,,c03_professii_posle_9
624,поступить в петербург колледж,2433,1,top,C,info,—,—,—,—,июнь-июль,main,,c05_postupit_v_kolledzh
625,техникумы колледжи после 9 класса специальности,2430,1,top,C,info,9,—,—,—,июнь-июль,main,,c06_specialnosti_posle_9
626,профориентация это,2429,3,assoc,0,info,—,—,—,—,сент-окт,main,,d01_test_na_proforientaciyu;d06_test_na_vybor_professii;p05_prof_9_klass
627,радиотехнический колледж пермь,2429,1,top,C,info,—,—,—,перм,июнь-июль,aggregator,,g02_kolledzhi_perm
628,колледжи красноярска на базе,2428,1,top,C,info,—,—,—,красноярск,июнь-июль,aggregator,,g01_kolledzhi_krasnoyarsk
629,поступить в колледж с дипломом колледжа,2427,1,top,C,info,—,—,—,—,июнь-июль,both,,c05_postupit_v_kolledzh
630,сайт аэрокосмического колледжа красноярск,2423,1,top,C,info,—,—,—,красноярск,июнь-июль,aggregator,,g01_kolledzhi_krasnoyarsk
631,профессиональная профориентация,2423,1,top,0,info,—,—,—,—,сент-окт,main,,p01_proforientaciya
632,в какой мед колледж поступить,2420,1,top,C,info,—,—,—,—,июнь-июль,main,,c05_postupit_v_kolledzh
633,куда можно поступить после 9 класса новосибирск,2417,1,top,C,info,9,—,—,новосибирск,июнь-июль,aggregator,,c01_kuda_postupat_posle_9
634,специальности после 9 класса барнаул,2416,1,top,C,info,9,—,—,барнаул,июнь-июль,aggregator,,c06_specialnosti_posle_9
635,куда поступить после 9 класса без аттестата,2413,1,top,C,info,9,—,—,—,июнь-июль,main,,c01_kuda_postupat_posle_9
636,специальности в техникуме после 9 класса,2413,1,top,C,info,9,—,—,—,июнь-июль,main,,c06_specialnosti_posle_9
637,торгово технологический колледж пермь,2398,1,top,C,info,—,—,—,перм,июнь-июль,aggregator,,g02_kolledzhi_perm
638,куда поступать после 11 класса с обществом,2397,1,top,C,info,11,—,—,—,июнь-июль,main,,c02_kuda_postupat_posle_11
639,колледжи иркутска право,2393,1,top,C,info,—,—,—,иркутск,июнь-июль,aggregator,,g05_kolledzhi_irkutsk
640,куда поступить после 9 класса в москве,2390,1,top,C,info,9,—,—,москв,июнь-июль,aggregator,,c01_kuda_postupat_posle_9
641,аэрокосмический колледж красноярск официальный сайт,2382,1,top,C,info,—,—,—,красноярск,июнь-июль,aggregator,,g01_kolledzhi_krasnoyarsk
642,профориентация 2026,2382,2,top,0,info,—,—,—,—,сент-окт,main,,p01_proforientaciya;p08_proforientaciya_2026
643,в какой колледж поступить в москве,2378,1,top,C,info,—,—,—,москв,июнь-июль,aggregator,,c05_postupit_v_kolledzh
644,в какой институт можно поступить после колледжа,2376,1,top,C,info,—,—,—,—,июнь-июль,main,,c05_postupit_v_kolledzh
645,факультеты и специальности после 9 класса,2375,1,top,C,info,9,—,—,—,июнь-июль,main,,c06_specialnosti_posle_9
646,единая профориентация,2375,1,top,0,info,—,—,—,—,сент-окт,main,,p01_proforientaciya
647,куда поступить парню,2366,1,top,C,info,—,m,—,—,июнь-июль,main,,c09_kuda_postupat_parnyu
648,в колледже поступила девушка,2359,1,top,C,info,—,f,—,—,июнь-июль,main,,c05_postupit_v_kolledzh
649,куда поступить после 9 класса в 2026,2350,1,top,C,info,9,—,—,—,июнь-июль,main,,c01_kuda_postupat_posle_9
650,куда поступить девушке после 11,2348,1,top,C,info,11,f,—,—,июнь-июль,main,,c08_kuda_postupat_devushke
651,поступить в колледж казань,2338,1,top,C,info,—,—,—,казан,июнь-июль,aggregator,,c05_postupit_v_kolledzh
652,юридический колледж красноярск,2338,1,top,C,info,—,—,—,красноярск,июнь-июль,aggregator,,g01_kolledzhi_krasnoyarsk
653,губернский колледж воронеж,2336,1,top,C,info,—,—,—,воронеж,июнь-июль,aggregator,,g03_kolledzhi_voronezh
654,работа список профессий,2334,1,top,E,info,—,—,—,—,flat,main,,e01_professii_spisok
655,какая профессия самая высокооплачиваемая,2333,1,top,E,info,—,—,—,—,flat,main,,e03_vysokooplachivaemye
656,поступить в колледж на юриста,2331,1,top,C,info,—,—,—,—,июнь-июль,both,,c05_postupit_v_kolledzh
657,востребованные профессии в россии 2026 год,2323,1,top,E,info,—,—,—,—,flat,main,,e02_vostrebovannye
658,поступить в колледж в санкт петербурге,2317,1,top,C,info,—,—,—,—,июнь-июль,both,,c05_postupit_v_kolledzh
659,бюджетные колледжи перми после 9,2317,1,top,C,info,9,—,—,перм,июнь-июль,aggregator,,g02_kolledzhi_perm
660,байкальский колледж иркутск,2317,1,top,C,info,—,—,—,иркутск,июнь-июль,aggregator,,g05_kolledzhi_irkutsk
661,поступить в колледж ростов,2314,1,top,C,info,—,—,—,ростов,июнь-июль,aggregator,,c05_postupit_v_kolledzh
662,какой балл нужен чтобы поступить в колледж,2309,1,top,C,info,—,—,—,—,июнь-июль,both,,c05_postupit_v_kolledzh
663,поступить в университет после колледжа без егэ,2307,1,top,C,info,—,—,—,—,июнь-июль,main,,c05_postupit_v_kolledzh
664,выбор будущей профессии,2307,1,top,E,info,—,—,—,—,flat,main,,e04_professii_buduschego
665,тест на подходящую профессию,2305,1,top,D,info,—,—,—,—,сент-окт,main,,d05_test_na_professiyu
666,куда поступать с егэ по истории,2304,1,top,C,info,—,—,история,—,июнь-июль,main,,c11_s_istoriej
667,педагогические специальности после 9 класса,2303,1,top,C,info,9,—,—,—,июнь-июль,main,,c06_specialnosti_posle_9
668,бви это что при поступлении в вуз,2302,3,assoc,C,info,—,—,—,—,июнь-июль,main,,c09_kuda_postupat_parnyu;c12_s_biologiej;c13_s_informatikoj
669,иркутский техникум экономики и права,2298,1,assoc,C,info,—,—,—,иркутск,июнь-июль,aggregator,,g05_kolledzhi_irkutsk
670,колледжи перми бюджетные 9 класс,2294,2,top,C,info,9,—,—,перм,июнь-июль,aggregator,,g02_kolledzhi_perm
671,куда поступить с профильной химией,2293,1,top,C,info,—,—,химия,—,июнь-июль,main,,c14_s_himiej
672,куда можно поступить бесплатно после 9 класса,2291,1,top,C,commercial,9,—,—,—,июнь-июль,main,бесплатно=бюджет (резолюция v2),c01_kuda_postupat_posle_9
673,куда поступить в краснодаре после 9 класса,2286,1,top,C,info,9,—,—,краснодар,июнь-июль,aggregator,,c01_kuda_postupat_posle_9
674,профессии после 9 класса в россии,2282,1,top,C,info,9,—,—,—,июнь-июль,main,,c03_professii_posle_9
675,профориентация будущего,2282,1,top,0,info,—,—,—,—,сент-окт,main,,p01_proforientaciya
676,куда поступить после 9 класса в воронеже,2281,1,top,C,info,9,—,—,воронеж,июнь-июль,aggregator,,c01_kuda_postupat_posle_9
